timestamp,log_level,component,message,event_type,user_id,device_id,policy_id,source_ip,destination_ip,status
2025-09-11T18:30:39.922258,DEBUG,ReportGenerator,User 201 login attempt SUCCESS.,AUTH_ATTEMPT,201,,,,,SUCCESS
2025-09-11T18:35:39.922258,INFO,UI,Device 101 status changed to Online.,DEVICE_STATUS_CHANGE,,101,,,,
2025-09-11T18:40:39.922258,INFO,AuthService,User 201 made GET request to /users.,API_CALL,201,,,,,
2025-09-11T18:48:39.922258,INFO,ReportGenerator,Policy 315 deployment to device 102 SUCCESS.,POLICY_DEPLOYMENT,,102,315,,,SUCCESS
2025-09-11T18:54:39.922258,INFO,DeviceService,Device 105 status changed to Online.,DEVICE_STATUS_CHANGE,,105,,,,
2025-09-11T18:57:39.922258,WARNING,PolicyService,User 205 made GET request to /devices.,API_CALL,205,,,,,
2025-09-11T19:06:39.922258,ERROR,PolicyService,Device 108 status changed to Online.,DEVICE_STATUS_CHANGE,,108,,,,
2025-09-11T19:11:39.922258,INFO,DeviceService,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-11T19:14:39.922258,WARNING,AuthService,Network latency detected.,SYSTEM_HEALTH,,,,192.168.213.226,10.12.128.119,
2025-09-11T19:23:39.922258,WARNING,ReportGenerator,Device 103 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,103,,,,
2025-09-11T19:29:39.922258,WARNING,UI,Device 106 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,106,,,,
2025-09-11T19:38:39.922258,ERROR,DeviceService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-11T19:46:39.922258,INFO,UI,User 208 made POST request to /policies.,API_CALL,208,,,,,
2025-09-11T19:53:39.922258,INFO,ReportGenerator,User 207 made GET request to /policies.,API_CALL,207,,,,,
2025-09-11T19:57:39.922258,ERROR,DeviceService,User 201 clicked 'Add Device'.,UI_ACTION,201,,,,,
2025-09-11T20:00:39.922258,INFO,AuthService,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-11T20:05:39.922258,ERROR,UI,Memory allocation failed.,ERROR,,,,,,
2025-09-11T20:11:39.922258,DEBUG,PolicyService,User 208 clicked 'Add Device'.,UI_ACTION,208,,,,,
2025-09-11T20:12:39.922258,ERROR,PolicyService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-11T20:19:39.922258,WARNING,UI,User 204 login attempt SUCCESS.,AUTH_ATTEMPT,204,,,,,SUCCESS
2025-09-11T20:26:39.922258,WARNING,AuthService,User 203 navigated to Policies.,UI_ACTION,203,,,,,
2025-09-11T20:33:39.922258,DEBUG,AuthService,User 204 login attempt SUCCESS.,AUTH_ATTEMPT,204,,,,,SUCCESS
2025-09-11T20:36:39.922258,WARNING,AuthService,Network latency detected.,SYSTEM_HEALTH,,,,192.168.203.16,10.252.233.37,
2025-09-11T20:45:39.922258,INFO,DeviceService,Device 103 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,103,,,,
2025-09-11T20:46:39.922258,ERROR,UI,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-11T20:50:39.922258,INFO,UI,Policy 314 deployment to device 103 SUCCESS.,POLICY_DEPLOYMENT,,103,314,,,SUCCESS
2025-09-11T20:51:39.922258,WARNING,ReportGenerator,User 201 clicked 'Add Device'.,UI_ACTION,201,,,,,
2025-09-11T20:56:39.922258,ERROR,AuthService,Policy 312 deployment to device 104 FAILED. Reason: Connection timed out.,POLICY_DEPLOYMENT,,104,312,,,FAILED
2025-09-11T21:01:39.922258,ERROR,AuthService,Policy 306 deployment to device 108 FAILED. Reason: Connection timed out.,POLICY_DEPLOYMENT,,108,306,,,FAILED
2025-09-11T21:08:39.922258,INFO,ReportGenerator,Device 107 status changed to Online.,DEVICE_STATUS_CHANGE,,107,,,,
2025-09-11T21:09:39.922258,WARNING,PolicyService,User 204 login attempt FAILED.,AUTH_ATTEMPT,204,,,,,FAILED
2025-09-11T21:14:39.922258,INFO,UI,User 206 made PUT request to /devices.,API_CALL,206,,,,,
2025-09-11T21:24:39.922258,ERROR,PolicyService,Network unreachable.,ERROR,,,,192.168.46.6,10.119.211.60,
2025-09-11T21:31:39.922258,INFO,NetworkMonitor,Policy 305 deployment to device 109 PENDING.,POLICY_DEPLOYMENT,,109,305,192.168.221.26,10.158.128.106,PENDING
2025-09-11T21:34:39.922258,WARNING,NetworkMonitor,User 207 login attempt FAILED.,AUTH_ATTEMPT,207,,,192.168.220.79,10.227.56.26,FAILED
2025-09-11T21:38:39.922258,ERROR,ReportGenerator,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-11T21:47:39.922258,ERROR,ReportGenerator,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-11T21:50:39.922258,INFO,AuthService,Policy 310 deployment to device 103 SUCCESS.,POLICY_DEPLOYMENT,,103,310,,,SUCCESS
2025-09-11T21:55:39.922258,INFO,DeviceService,User 210 navigated to Policies.,UI_ACTION,210,,,,,
2025-09-11T21:58:39.922258,DEBUG,ReportGenerator,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-11T22:03:39.922258,DEBUG,NetworkMonitor,User 204 clicked 'Add Device'.,UI_ACTION,204,,,192.168.147.130,10.204.150.141,
2025-09-11T22:09:39.922258,INFO,ReportGenerator,Policy 305 deployment to device 110 PENDING.,POLICY_DEPLOYMENT,,110,305,,,PENDING
2025-09-11T22:19:39.922258,DEBUG,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-11T22:22:39.922258,INFO,NetworkMonitor,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,192.168.157.224,10.168.74.110,
2025-09-11T22:27:39.922258,INFO,ReportGenerator,Device 108 status changed to Online.,DEVICE_STATUS_CHANGE,,108,,,,
2025-09-11T22:31:39.922258,WARNING,PolicyService,User 209 login attempt FAILED.,AUTH_ATTEMPT,209,,,,,FAILED
2025-09-11T22:41:39.922258,INFO,PolicyService,User 204 made DELETE request to /policies.,API_CALL,204,,,,,
2025-09-11T22:48:39.922258,ERROR,NetworkMonitor,Network unreachable.,ERROR,,,,192.168.167.102,10.172.68.21,
2025-09-11T22:51:39.922258,INFO,PolicyService,Device 107 status changed to Offline.,DEVICE_STATUS_CHANGE,,107,,,,
2025-09-11T22:59:39.922258,INFO,NetworkMonitor,CPU usage normal.,SYSTEM_HEALTH,,,,192.168.140.104,10.99.104.13,
2025-09-11T23:03:39.922258,WARNING,ReportGenerator,User 208 login attempt FAILED.,AUTH_ATTEMPT,208,,,,,FAILED
2025-09-11T23:10:39.922258,ERROR,UI,Network unreachable.,ERROR,,,,192.168.173.236,10.182.236.212,
2025-09-11T23:13:39.922258,ERROR,NetworkMonitor,Memory allocation failed.,ERROR,,,,192.168.42.186,10.121.242.77,
2025-09-11T23:18:39.922258,WARNING,PolicyService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-11T23:25:39.922258,ERROR,ReportGenerator,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-11T23:26:39.922258,INFO,AuthService,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-11T23:35:39.922258,WARNING,PolicyService,User 204 login attempt FAILED.,AUTH_ATTEMPT,204,,,,,FAILED
2025-09-11T23:44:39.922258,INFO,PolicyService,User 201 made POST request to /devices.,API_CALL,201,,,,,
2025-09-11T23:49:39.922258,WARNING,DeviceService,User 210 login attempt FAILED.,AUTH_ATTEMPT,210,,,,,FAILED
2025-09-11T23:53:39.922258,INFO,ReportGenerator,User 201 made PUT request to /devices.,API_CALL,201,,,,,
2025-09-12T00:03:39.922258,INFO,UI,Device 107 status changed to Offline.,DEVICE_STATUS_CHANGE,,107,,,,
2025-09-12T00:06:39.922258,WARNING,AuthService,Policy 306 deployment to device 107 PENDING.,POLICY_DEPLOYMENT,,107,306,,,PENDING
2025-09-12T00:16:39.922258,WARNING,AuthService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-12T00:19:39.922258,ERROR,UI,Device 105 status changed to Online.,DEVICE_STATUS_CHANGE,,105,,,,
2025-09-12T00:25:39.922258,INFO,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-12T00:31:39.922258,INFO,AuthService,User 206 navigated to Policies.,UI_ACTION,206,,,,,
2025-09-12T00:39:39.922258,WARNING,PolicyService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-12T00:45:39.922258,WARNING,AuthService,User 203 navigated to Policies.,UI_ACTION,203,,,,,
2025-09-12T00:53:39.922258,DEBUG,NetworkMonitor,Policy 306 deployment to device 108 PENDING.,POLICY_DEPLOYMENT,,108,306,192.168.126.21,10.114.20.251,PENDING
2025-09-12T00:57:39.922258,INFO,PolicyService,User 202 navigated to Policies.,UI_ACTION,202,,,,,
2025-09-12T01:03:39.922258,ERROR,AuthService,Device 106 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,106,,,,
2025-09-12T01:13:39.922258,ERROR,UI,User 202 made PUT request to /devices.,API_CALL,202,,,,,
2025-09-12T01:14:39.922258,ERROR,DeviceService,Device 104 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,104,,,,
2025-09-12T01:21:39.922258,WARNING,ReportGenerator,Network latency detected.,SYSTEM_HEALTH,,,,192.168.134.163,10.10.11.203,
2025-09-12T01:22:39.922258,DEBUG,DeviceService,Device 105 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,105,,,,
2025-09-12T01:27:39.922258,WARNING,NetworkMonitor,User 204 viewed dashboard.,UI_ACTION,204,,,192.168.4.85,10.237.66.227,
2025-09-12T01:33:39.922258,INFO,NetworkMonitor,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,192.168.131.211,10.187.239.191,
2025-09-12T01:36:39.922258,INFO,UI,Policy 307 deployment to device 110 SUCCESS.,POLICY_DEPLOYMENT,,110,307,,,SUCCESS
2025-09-12T01:37:39.922258,INFO,DeviceService,User 203 made PUT request to /devices.,API_CALL,203,,,,,
2025-09-12T01:47:39.922258,INFO,PolicyService,User 209 made POST request to /devices.,API_CALL,209,,,,,
2025-09-12T01:54:39.922258,WARNING,NetworkMonitor,User 209 login attempt FAILED.,AUTH_ATTEMPT,209,,,192.168.97.61,10.37.30.40,FAILED
2025-09-12T01:59:39.922258,DEBUG,NetworkMonitor,User 205 login attempt SUCCESS.,AUTH_ATTEMPT,205,,,192.168.80.116,10.114.62.154,SUCCESS
2025-09-12T02:06:39.922258,ERROR,UI,Policy 317 deployment to device 106 SUCCESS.,POLICY_DEPLOYMENT,,106,317,,,SUCCESS
2025-09-12T02:12:39.922258,ERROR,UI,Policy 312 deployment to device 107 SUCCESS.,POLICY_DEPLOYMENT,,107,312,,,SUCCESS
2025-09-12T02:20:39.922258,DEBUG,DeviceService,User 205 made POST request to /policies.,API_CALL,205,,,,,
2025-09-12T02:30:39.922258,WARNING,PolicyService,Device 105 status changed to Online.,DEVICE_STATUS_CHANGE,,105,,,,
2025-09-12T02:31:39.922258,ERROR,DeviceService,Network unreachable.,ERROR,,,,192.168.46.184,10.240.181.193,
2025-09-12T02:38:39.922258,INFO,NetworkMonitor,Policy 301 deployment to device 101 SUCCESS.,POLICY_DEPLOYMENT,,101,301,192.168.81.93,10.111.193.152,SUCCESS
2025-09-12T02:42:39.922258,ERROR,DeviceService,Device 102 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,102,,,,
2025-09-12T02:47:39.922258,ERROR,UI,User 208 made DELETE request to /users.,API_CALL,208,,,,,
2025-09-12T02:54:39.922258,ERROR,PolicyService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-12T02:55:39.922258,INFO,ReportGenerator,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-12T02:59:39.922258,WARNING,NetworkMonitor,User 202 login attempt FAILED.,AUTH_ATTEMPT,202,,,192.168.234.223,10.168.5.57,FAILED
2025-09-12T03:04:39.922258,INFO,NetworkMonitor,User 209 viewed dashboard.,UI_ACTION,209,,,192.168.31.58,10.105.134.35,
2025-09-12T03:08:39.922258,WARNING,DeviceService,Network latency detected.,SYSTEM_HEALTH,,,,192.168.74.45,10.153.232.52,
2025-09-12T03:10:39.922258,INFO,UI,Device 101 status changed to Online.,DEVICE_STATUS_CHANGE,,101,,,,
2025-09-12T03:20:39.922258,WARNING,AuthService,Network latency detected.,SYSTEM_HEALTH,,,,192.168.137.176,10.46.245.194,
2025-09-12T03:21:39.922258,INFO,UI,Policy 301 deployment to device 109 SUCCESS.,POLICY_DEPLOYMENT,,109,301,,,SUCCESS
2025-09-12T03:31:39.922258,ERROR,DeviceService,Network unreachable.,ERROR,,,,192.168.14.233,10.81.77.225,
2025-09-12T03:35:39.922258,WARNING,ReportGenerator,User 201 login attempt FAILED.,AUTH_ATTEMPT,201,,,,,FAILED
2025-09-12T03:44:39.922258,ERROR,UI,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-12T03:45:39.922258,INFO,NetworkMonitor,Device 102 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,102,,192.168.142.174,10.151.226.111,
2025-09-12T03:53:39.922258,INFO,AuthService,User 203 made GET request to /devices.,API_CALL,203,,,,,
2025-09-12T03:55:39.922258,INFO,DeviceService,User 207 navigated to Policies.,UI_ACTION,207,,,,,
2025-09-12T04:04:39.922258,WARNING,NetworkMonitor,User 203 login attempt FAILED.,AUTH_ATTEMPT,203,,,192.168.114.248,10.205.149.107,FAILED
2025-09-12T04:06:39.922258,WARNING,AuthService,User 209 login attempt FAILED.,AUTH_ATTEMPT,209,,,,,FAILED
2025-09-12T04:08:39.922258,ERROR,DeviceService,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-12T04:12:39.922258,WARNING,PolicyService,User 205 made GET request to /users.,API_CALL,205,,,,,
2025-09-12T04:21:39.922258,WARNING,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-12T04:22:39.922258,ERROR,UI,Network unreachable.,ERROR,,,,192.168.39.186,10.47.153.200,
2025-09-12T04:31:39.922258,INFO,NetworkMonitor,User 204 made PUT request to /policies.,API_CALL,204,,,192.168.246.206,10.165.139.0,
2025-09-12T04:35:39.922258,WARNING,NetworkMonitor,User 203 made DELETE request to /devices.,API_CALL,203,,,192.168.140.202,10.59.216.28,
2025-09-12T04:36:39.922258,WARNING,NetworkMonitor,Policy 314 deployment to device 106 SUCCESS.,POLICY_DEPLOYMENT,,106,314,192.168.6.70,10.7.208.77,SUCCESS
2025-09-12T04:39:39.922258,WARNING,ReportGenerator,User 201 navigated to Policies.,UI_ACTION,201,,,,,
2025-09-12T04:42:39.922258,ERROR,ReportGenerator,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-12T04:46:39.922258,INFO,PolicyService,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-12T04:53:39.922258,ERROR,ReportGenerator,Database connection lost.,ERROR,,,,,,
2025-09-12T05:00:39.922258,INFO,ReportGenerator,User 201 made POST request to /devices.,API_CALL,201,,,,,
2025-09-12T05:06:39.922258,ERROR,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-12T05:10:39.922258,WARNING,PolicyService,User 202 login attempt SUCCESS.,AUTH_ATTEMPT,202,,,,,SUCCESS
2025-09-12T05:16:39.922258,ERROR,NetworkMonitor,Database connection lost.,ERROR,,,,192.168.98.73,10.247.11.45,
2025-09-12T05:22:39.922258,WARNING,AuthService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-12T05:28:39.922258,WARNING,AuthService,Device 105 status changed to Online.,DEVICE_STATUS_CHANGE,,105,,,,
2025-09-12T05:34:39.922258,WARNING,ReportGenerator,User 202 login attempt FAILED.,AUTH_ATTEMPT,202,,,,,FAILED
2025-09-12T05:36:39.922258,ERROR,NetworkMonitor,Policy 309 deployment to device 102 SUCCESS.,POLICY_DEPLOYMENT,,102,309,192.168.174.196,10.189.248.185,SUCCESS
2025-09-12T05:39:39.922258,ERROR,ReportGenerator,Policy 302 deployment to device 102 FAILED. Reason: Connection timed out.,POLICY_DEPLOYMENT,,102,302,,,FAILED
2025-09-12T05:45:39.922258,ERROR,NetworkMonitor,Memory allocation failed.,ERROR,,,,192.168.47.41,10.196.163.183,
2025-09-12T05:52:39.922258,ERROR,PolicyService,Policy 301 deployment to device 101 PENDING.,POLICY_DEPLOYMENT,,101,301,,,PENDING
2025-09-12T06:00:39.922258,WARNING,PolicyService,User 210 login attempt FAILED.,AUTH_ATTEMPT,210,,,,,FAILED
2025-09-12T06:05:39.922258,ERROR,DeviceService,Memory allocation failed.,ERROR,,,,,,
2025-09-12T06:14:39.922258,INFO,NetworkMonitor,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,192.168.45.209,10.88.92.222,
2025-09-12T06:23:39.922258,WARNING,NetworkMonitor,User 210 login attempt FAILED.,AUTH_ATTEMPT,210,,,192.168.27.48,10.31.158.183,FAILED
2025-09-12T06:31:39.922258,INFO,UI,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-12T06:36:39.922258,WARNING,ReportGenerator,Device 109 status changed to Offline.,DEVICE_STATUS_CHANGE,,109,,,,
2025-09-12T06:39:39.922258,INFO,UI,User 204 made GET request to /users.,API_CALL,204,,,,,
2025-09-12T06:44:39.922258,WARNING,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-12T06:47:39.922258,ERROR,ReportGenerator,Policy 320 deployment to device 106 FAILED. Reason: Invalid rule syntax.,POLICY_DEPLOYMENT,,106,320,,,FAILED
2025-09-12T06:55:39.922258,DEBUG,ReportGenerator,User 204 login attempt SUCCESS.,AUTH_ATTEMPT,204,,,,,SUCCESS
2025-09-12T06:56:39.922258,ERROR,AuthService,User 209 made POST request to /devices.,API_CALL,209,,,,,
2025-09-12T06:59:39.922258,INFO,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-12T07:03:39.922258,WARNING,NetworkMonitor,Network latency detected.,SYSTEM_HEALTH,,,,192.168.226.234,10.7.98.155,
2025-09-12T07:05:39.922258,WARNING,NetworkMonitor,CPU usage normal.,SYSTEM_HEALTH,,,,192.168.129.140,10.61.140.76,
2025-09-12T07:12:39.922258,WARNING,NetworkMonitor,Network latency detected.,SYSTEM_HEALTH,,,,192.168.204.68,10.94.165.123,
2025-09-12T07:15:39.922258,WARNING,DeviceService,User 204 login attempt FAILED.,AUTH_ATTEMPT,204,,,,,FAILED
2025-09-12T07:17:39.922258,WARNING,ReportGenerator,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-12T07:21:39.922258,DEBUG,DeviceService,User 203 made DELETE request to /policies.,API_CALL,203,,,,,
2025-09-12T07:30:39.922258,ERROR,NetworkMonitor,Database connection lost.,ERROR,,,,192.168.58.81,10.98.132.4,
2025-09-12T07:34:39.922258,WARNING,ReportGenerator,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-12T07:44:39.922258,ERROR,ReportGenerator,Network unreachable.,ERROR,,,,192.168.177.70,10.193.148.206,
2025-09-12T07:48:39.922258,INFO,PolicyService,Policy 315 deployment to device 107 PENDING.,POLICY_DEPLOYMENT,,107,315,,,PENDING
2025-09-12T07:52:39.922258,INFO,ReportGenerator,User 205 viewed dashboard.,UI_ACTION,205,,,,,
2025-09-12T08:01:39.922258,INFO,DeviceService,Device 104 status changed to Offline.,DEVICE_STATUS_CHANGE,,104,,,,
2025-09-12T08:08:39.922258,ERROR,AuthService,Database connection lost.,ERROR,,,,,,
2025-09-12T08:09:39.922258,INFO,AuthService,User 210 login attempt SUCCESS.,AUTH_ATTEMPT,210,,,,,SUCCESS
2025-09-12T08:17:39.922258,WARNING,UI,User 208 made GET request to /devices.,API_CALL,208,,,,,
2025-09-12T08:19:39.922258,DEBUG,PolicyService,Device 102 status changed to Offline.,DEVICE_STATUS_CHANGE,,102,,,,
2025-09-12T08:26:39.922258,INFO,AuthService,Device 109 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,109,,,,
2025-09-12T08:33:39.922258,DEBUG,PolicyService,User 208 made POST request to /users.,API_CALL,208,,,,,
2025-09-12T08:41:39.922258,ERROR,ReportGenerator,User 209 login attempt SUCCESS.,AUTH_ATTEMPT,209,,,,,SUCCESS
2025-09-12T08:47:39.922258,WARNING,AuthService,User 206 viewed dashboard.,UI_ACTION,206,,,,,
2025-09-12T08:55:39.922258,WARNING,PolicyService,Device 106 status changed to Offline.,DEVICE_STATUS_CHANGE,,106,,,,
2025-09-12T09:03:39.922258,INFO,NetworkMonitor,User 207 clicked 'Add Device'.,UI_ACTION,207,,,192.168.34.29,10.58.234.108,
2025-09-12T09:11:39.922258,INFO,NetworkMonitor,User 208 made GET request to /policies.,API_CALL,208,,,192.168.229.87,10.104.4.156,
2025-09-12T09:21:39.922258,ERROR,ReportGenerator,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-12T09:28:39.922258,ERROR,AuthService,Network unreachable.,ERROR,,,,192.168.10.229,10.167.67.74,
2025-09-12T09:38:39.922258,ERROR,ReportGenerator,Policy 306 deployment to device 102 FAILED. Reason: Connection timed out.,POLICY_DEPLOYMENT,,102,306,,,FAILED
2025-09-12T09:45:39.922258,INFO,PolicyService,Device 103 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,103,,,,
2025-09-12T09:48:39.922258,ERROR,PolicyService,Network unreachable.,ERROR,,,,192.168.76.143,10.231.165.141,
2025-09-12T09:55:39.922258,INFO,DeviceService,Device 109 status changed to Offline.,DEVICE_STATUS_CHANGE,,109,,,,
2025-09-12T10:05:39.922258,ERROR,DeviceService,Policy 305 deployment to device 109 FAILED. Reason: Invalid rule syntax.,POLICY_DEPLOYMENT,,109,305,,,FAILED
2025-09-12T10:14:39.922258,WARNING,NetworkMonitor,User 201 clicked 'Add Device'.,UI_ACTION,201,,,192.168.89.76,10.56.187.164,
